id,address,lat,lon,damage_str,structure_type,target
4431025068,1736 PALISADES DR LOS ANGELES CA 90272,34.07641225,-118.56191512,No Damage,Multiple Residence,0.0
5765029048,2242 HIGHLAND VISTA DR ARCADIA CA 91006,34.17576457,-118.02137017,No Damage,Single Residence,0.0
5857010030,2080 PINECREST DR ALTADENA CA 91001,34.19161408,-118.10861684,No Damage,Single Residence,0.0
4453026046,333 MOONRISE DRIVE MALIBU CA 90265,34.07568173,-118.64971776,Destroyed (>50%),Single Residence,1.0
5833008001,174 WAPELLO ST ALTADENA CA 91001,34.2015675,-118.14026722,Destroyed (>50%),Single Residence,1.0
4420017002,1362 EL HITO CIRCLE LOS ANGELES CA 90272,34.06088202,-118.54300714,No Damage,Single Residence,0.0
5842001034,951 DOLORES DR ALTADENA CA 91001,34.19504787,-118.13028246,No Damage,Single Residence,0.0
5846017018,1628 BRAEBURN RD ALTADENA CA 91001,34.18717554,-118.11702012,Destroyed (>50%),Single Residence,1.0
5835009033,57 W CALAVERAS ST ALTADENA CA 91001,34.19002871,-118.15086565,Destroyed (>50%),Single Residence,1.0
5835039001,4 E ALTADENA DR ALTADENA CA 91001,34.19415915,-118.14725524,Destroyed (>50%),Single Residence,1.0
4412013011,646 HAVERFORD AVE LOS ANGELES CA 90272,34.04205029,-118.52930513,Destroyed (>50%),Single Residence,1.0
5863026001,712 MILLARD CANYON RD ALTADENA CA 91001,34.20971494,-118.15747813,No Damage,Single Residence,0.0
5760030017,1670 CARRIAGE HOUSE RD PASADENA CA 91107,34.17566421,-118.07065951,No Damage,Single Residence,0.0
4416026036,231 NOTTEARGENTA RD LOS ANGELES CA 90272,34.04371692,-118.56205267,No Damage,Single Residence,0.0
5840015010,2466 CATHERINE RD ALTADENA CA 91001,34.18711464,-118.13533545,No Damage,Single Residence,0.0
5832015013,28 W PALM ST ALTADENA CA 91001,34.19654337,-118.14716391,Destroyed (>50%),Single Residence,1.0
4413003007,16031 TEMECULA ST PACIFIC PALISADES CA 90272,34.04593359,-118.53610679,No Damage,Single Residence,0.0
4419007024,834 JACON WAY LOS ANGELES CA 90272,34.05194492,-118.54656893,Destroyed (>50%),Single Residence,1.0
5846021051,1595 E MENDOCINO ST ALTADENA CA 91001,34.18625742,-118.11762578,No Damage,Single Residence,0.0
4415032004,354 ARNO WAY LOS ANGELES CA 90272,34.0420798,-118.54568958,Destroyed (>50%),Single Residence,1.0
5842024047,3441 MONTEROSA DR ALTADENA CA 91001,34.20341159,-118.13263204,Affected (1-9%),Single Residence,0.0
4412013026,621 VIA DE LA PAZ LOS ANGELES CA 90272,34.04106879,-118.52900295,Destroyed (>50%),Single Residence,1.0
4422009004,14623 WHITFIELD AVE LOS ANGELES CA 90272,34.05212834,-118.51924397,Destroyed (>50%),Single Residence,1.0
5829005018,3247 LINCOLN AVE ALTADENA CA 91001,34.20132037,-118.15946679,No Damage,Single Residence,0.0
4420021020,1132 TELLEM DR LOS ANGELES CA 90272,34.05585429,-118.54353237,Minor (10-25%),Single Residence,0.0
4431040011,16634 VIA PACIFICA LOS ANGELES CA 90272,34.07354114,-118.54617638,Affected (1-9%),Single Residence,0.0
5828015005,526 VENTURA ST ALTADENA CA 91001,34.19128069,-118.16059769,No Damage,Single Residence,0.0
4450012027,20444 ROCA CHICA DR MALIBU CA 90265,34.03872528,-118.61527885,No Damage,Single Residence,0.0
4448011049,2140 TUNA CANYON RD TOPANGA 90290,34.06990316,-118.60278337,No Damage,Single Residence,0.0
5830014063,3520 GIDDINGS RANCH RD ALTADENA CA 91001,34.20560303,-118.15858376,Affected (1-9%),Single Residence,0.0
5825005040,284 LAUN ST ALTADENA CA 91001,34.18156671,-118.15672724,Destroyed (>50%),Single Residence,1.0
5846005010,2560 MAIDEN LN ALTADENA CA 91001,34.18961581,-118.12832745,Destroyed (>50%),Single Residence,1.0
5835036010,2666 HIGHVIEW AVE ALTADENA CA 91001,34.19040639,-118.14629997,Destroyed (>50%),Single Residence,1.0
4423028045,817 GALLOWAY ST LOS ANGELES CA 90272,34.04376628,-118.52057003,Destroyed (>50%),Single Residence,1.0
5832005004,211 W POPPYFIELDS DR ALTADENA CA 91001,34.19957335,-118.14983381,No Damage,Single Residence,0.0
4431004011,1370 AVENIDA DE CORTEZ LOS ANGELES CA 90272,34.07240558,-118.56096663,No Damage,Single Residence,0.0
5835002023,156 W TERRACE ST ALTADENA CA 91001,34.19445962,-118.1509939,Destroyed (>50%),Single Residence,1.0
4414014026,621 LAS LOMAS AVE LOS ANGELES CA 90272,34.04650907,-118.53951925,Destroyed (>50%),Single Residence,1.0
5841030021,755 E PINE ST ALTADENA CA 91001,34.19145535,-118.13195281,No Damage,Multiple Residence,0.0
4423024019,14523 W SUNSET BLVD LOS ANGELES CA 90272,34.04533173,-118.51593202,Destroyed (>50%),Single Residence,1.0
4423025015,870 ILIFF ST LOS ANGELES CA 90272,34.04562361,-118.51836358,Destroyed (>50%),Single Residence,1.0
4411008006,731 TOYOPA DR LOS ANGELES CA 90272,34.04145064,-118.52045266,Destroyed (>50%),Single Residence,1.0
5743006010,2430 GALBRETH RD PASADENA CA 91104,34.16776754,-118.10032389,No Damage,Single Residence,0.0
4425012013,13745 W SUNSET BLVD LOS ANGELES CA 90272,34.0500153,-118.50619876,No Damage,,0.0
4413013009,711 EL MEDIO AVE LOS ANGELES CA 90272,34.04568398,-118.5338134,Affected (1-9%),Single Residence,0.0
5842012007,3208 N MOUNT CURVE AVE ALTADENA CA 91001,34.19927363,-118.12626341,Affected (1-9%),Single Residence,0.0
5846008009,2415 HIGHLAND AVE ALTADENA CA 91001,34.18732883,-118.12483073,No Damage,Single Residence,0.0
5840022040,351 E CALAVERAS ST ALTADENA CA 91001,34.18756865,-118.14227488,Destroyed (>50%),Single Residence,1.0
4412017035,512 BEIRUT AVE LOS ANGELES CA 90272,34.03877521,-118.53000948,Destroyed (>50%),Single Residence,1.0
5829019013,408 W ALTADENA DR ALTADENA CA 91001,34.19680396,-118.15546896,No Damage,Single Residence,0.0
5833013029,254 MARATHON RD ALTADENA CA 91001,34.19835424,-118.13993757,Destroyed (>50%),Single Residence,1.0
5833007005,3312 LAURICE AVE ALTADENA CA 91001,34.20016244,-118.13990398,Destroyed (>50%),Single Residence,1.0
4420025004,1054 ENCHANTED WAY LOS ANGELES CA 90272,34.05695918,-118.54931191,Affected (1-9%),Single Residence,0.0
4452028002,5046 CARBON BEACH TERRACE MALIBU CA 90265,34.04462359,-118.66093771,No Damage,Single Residence,0.0
5846009006,2410 HIGHLAND AVE ALTADENA CA 91001,34.18724861,-118.12411783,No Damage,Single Residence,0.0
5844005032,928 DOLORES DR ALTADENA CA 91001,34.19437206,-118.1303344,No Damage,Single Residence,0.0
4420011001,1075 LAS PULGAS RD LOS ANGELES CA 90272,34.05240928,-118.53951727,Destroyed (>50%),Single Residence,1.0
4412014045,645 HAVERFORD AVE LOS ANGELES CA 90272,34.04218389,-118.52987758,Destroyed (>50%),Single Residence,1.0
4423004030,1115 GALLOWAY ST LOS ANGELES CA 90272,34.04969225,-118.52194755,Destroyed (>50%),Single Residence,1.0
4431020007,17717 CALLE DE PALERMO LOS ANGELES CA 90272,34.08100186,-118.57191623,No Damage,Single Residence,0.0
4416017034,17941 TRAMONTO DR LOS ANGELES CA 90272,34.04375428,-118.56527645,Destroyed (>50%),Single Residence,1.0
4491009025,3099 MANDEVILLE CANYON ROAD LOS ANGELES CA 90049,34.09830394,-118.50499523,No Damage,Single Residence,0.0
4431027056,2048 PALISADES DR LOS ANGELES CA 90272,34.07367694,-118.5535887,Affected (1-9%),Multiple Residence,0.0
4422031011,1350 CHAUTAUQUA BLVD LOS ANGELES CA 90272,34.053826,-118.52030826,Destroyed (>50%),Single Residence,1.0
5759032010,1575 VALLEY VIEW AVE PASADENA CA 91107,34.17317975,-118.07147513,No Damage,Single Residence,0.0
5760032022,1619 HASTINGS HEIGHTS LN PASADENA CA 91107,34.17482633,-118.07699577,No Damage,Single Residence,0.0
5835011007,46 W HARRIET ST ALTADENA CA 91001,34.1903513,-118.15048857,Destroyed (>50%),Single Residence,1.0
5846004011,2564 PORTER AVE ALTADENA CA 91001,34.18994407,-118.11699676,Affected (1-9%),Single Residence,0.0
5759008016,1405 RIVIERA DR PASADENA CA 91107,34.17088364,-118.07609544,Affected (1-9%),Single Residence,0.0
4423004024,1147 GALLOWAY ST LOS ANGELES CA 90272,34.05050303,-118.52212658,Destroyed (>50%),Single Residence,1.0
5835038006,2672 FAIR OAKS AVE ALTADENA CA 91001,34.19121095,-118.14847804,Destroyed (>50%),Nonresidential Commercial,1.0
5832023006,113 REEVER WAY ALTADENA CA 91001,34.20205144,-118.14654418,Destroyed (>50%),Single Residence,1.0
4415021030,17015 PACIFIC COAST HWY #24 LOS ANGELES CA 90272,34.04021423,-118.54926143,Destroyed (>50%),Single Residence,1.0
5759021017,1300 MEDFORD RD PASADENA CA 91107,34.16882284,-118.07184838,No Damage,Single Residence,0.0
4416006067,501 PALISADES DR NO 307 LOS ANGELES CA 90272,34.04484635,-118.55302776,Destroyed (>50%),Multiple Residence,1.0
4451005017,22030 PACIFIC COAST HWY MALIBU CA 90265,34.03839351,-118.65452395,Destroyed (>50%),Single Residence,1.0
5743014017,2455 QUEENSBERRY RD PASADENA CA 91104,34.16537825,-118.09995691,No Damage,Single Residence,0.0
5751012017,1125 ROSE AVE PASADENA CA 91107,34.16552581,-118.09422724,No Damage,Single Residence,0.0
4420009007,1124 LAS PULGAS RD LOS ANGELES CA 90272,34.05282203,-118.53870775,No Damage,Single Residence,0.0
4431010169,17116 PALISADES CIR LOS ANGELES CA 90272,34.07509167,-118.56267347,No Damage,Multiple Residence,0.0
5759030021,3770 STARTOUCH DR PASADENA CA 91107,34.17327318,-118.07072895,No Damage,Single Residence,0.0
4450029025,20607 EAGLEPASS DR MALIBU CA 90265,34.04296387,-118.63112393,No Damage,Single Residence,0.0
5761011011,495 GATEWOOD LN SIERRA MADRE CA 91024,34.17072624,-118.06661586,No Damage,Single Residence,0.0
5840022013,446 E MENDOCINO ST ALTADENA CA 91001,34.18814857,-118.14022801,Destroyed (>50%),Single Residence,1.0
5846001011,1117 E MENDOCINO ST ALTADENA CA 91001,34.18610954,-118.12760179,Destroyed (>50%),Single Residence,1.0
4420002091,16123 SUNSET BLVD 11 LOS ANGELES CA 90272,34.04920243,-118.53661261,Minor (10-25%),Multiple Residence,0.0
4412004091,860 HAVERFORD AVE 405 LOS ANGELES CA 90272,34.04662641,-118.52818655,Minor (10-25%),Multiple Residence,0.0
4449003059,19118 PACIFIC COAST HWY MALIBU CA 90265,34.03972503,-118.59226809,Destroyed (>50%),Single Residence,1.0
5841004031,604 WAPELLO ST ALTADENA CA 91001,34.19802509,-118.13246257,Destroyed (>50%),Single Residence,1.0
4416008023,,34.03906642,-118.5572938,No Damage,,0.0
5842004011,989 ATHENS ST ALTADENA CA 91001,34.19756086,-118.12923815,Destroyed (>50%),Single Residence,1.0
4412007022,747 VIA DE LA PAZ LOS ANGELES CA 90272,34.0440764,-118.52827711,Destroyed (>50%),Single Residence,1.0
5845029008,875 NEW YORK DR ALTADENA CA 91001,34.1789067,-118.13233282,No Damage,Single Residence,0.0
4451010002,3859 CARBON CANYON RD MALIBU CA 90265,34.04055437,-118.6523471,Destroyed (>50%),Single Residence,1.0
4419006036,729 LACHMAN LN LOS ANGELES CA 90272,34.04940418,-118.54617685,Destroyed (>50%),Single Residence,1.0
5829036018,388 W MENDOCINO ST ALTADENA CA 91001,34.19347544,-118.15664827,Destroyed (>50%),Single Residence,1.0
4449004055,19206 PACIFIC COAST HWY MALIBU CA 90265,34.03969781,-118.59395999,Destroyed (>50%),Single Residence,1.0
4431001003,1277 CALLE DE SEVILLA LOS ANGELES CA 90272,34.06893336,-118.55920356,No Damage,Single Residence,0.0
5829025019,2989 LINCOLN AVE ALTADENA CA 91001,34.19695147,-118.15928989,No Damage,Single Residence,0.0
5835036011,2658 HIGHVIEW AVE ALTADENA CA 91001,34.19027646,-118.14636,Destroyed (>50%),Single Residence,1.0
5847009018,1161 BOSTON ST ALTADENA CA 91001,34.18212651,-118.12672259,Minor (10-25%),Single Residence,0.0
5842016008,963 PARKMAN ST ALTADENA CA 91001,34.20025869,-118.12942906,Destroyed (>50%),Single Residence,1.0
5838019023,1885 N EL MOLINO AVE PASADENA CA 91104,34.17829722,-118.13752859,No Damage,Single Residence,0.0
4451022017,21331 RAMBLA VISTA MALIBU CA 90265,34.03809577,-118.63878496,Affected (1-9%),Single Residence,0.0
4451005020,22020 PACIFIC COAST HWY MALIBU CA 90265,34.03832497,-118.65408252,Destroyed (>50%),Single Residence,1.0
4443013027,3643 OCEANHILL WAY MALIBU CA 90265,34.04600442,-118.57162024,Destroyed (>50%),Single Residence,1.0
4431010138,17231 PALISADES CIR LOS ANGELES CA 90272,34.076345,-118.56354984,No Damage,Multiple Residence,0.0
4420029021,1409 LACHMAN LANE LOS ANGELES CA 90272,34.0602816,-118.55048703,No Damage,Single Residence,0.0
5839009014,695 COLMAN ST ALTADENA CA 91001,34.18412068,-118.1359231,Destroyed (>50%),Single Residence,1.0
4431041065,16633 CALLE BRITTANY LOS ANGELES CA 90272,34.07427636,-118.54806717,No Damage,Single Residence,0.0
4409012016,14370 W SUNSET BLVD LOS ANGELES CA 90272,34.04819115,-118.51169365,Destroyed (>50%),Single Residence,1.0
4431013042,17267 AVENIDA DE LA HERRADURA LOS ANGELES CA 90272,34.07917235,-118.56252043,No Damage,Single Residence,0.0
5863024007,838 W HERITAGE OAK CT ALTADENA CA 91001,34.20991209,-118.16029972,Destroyed (>50%),Single Residence,1.0
4414008002,527 MUSKINGUM AVE LOS ANGELES CA 90272,34.0432966,-118.53911209,Destroyed (>50%),Single Residence,1.0
5833024011,291 E ALTADENA DR ALTADENA CA 91001,34.19300131,-118.14153955,Destroyed (>50%),Single Residence,1.0
4420027010,16683 CHARMEL LN LOS ANGELES CA 90272,34.05800601,-118.54790769,Affected (1-9%),Single Residence,0.0
4415016001,16991 W SUNSET BLVD LOS ANGELES CA 90272,34.0420801,-118.54906935,Destroyed (>50%),Single Residence,1.0
5835003011,2757 FAIR OAKS AVE ALTADENA CA 91001,34.19278995,-118.14845478,Destroyed (>50%),Single Residence,1.0
5833008031,3347 LAURICE AVE ALTADENA CA 91001,34.20092793,-118.13993472,Destroyed (>50%),Single Residence,1.0
4431003019,17000 AVENIDA DE SANTA YNEZ LOS ANGELES CA 90272,34.07304063,-118.55935488,No Damage,Single Residence,0.0
5828014020,559 MOUNTAIN VIEW ST ALTADENA CA 91001,34.19092919,-118.16160013,No Damage,Single Residence,0.0
4411021005,14943 CAMAROSA DR LOS ANGELES CA 90272,34.03484015,-118.52213565,No Damage,Single Residence,0.0
4414027020,697 BIENVENEDA AVE LOS ANGELES CA 90272,34.04860629,-118.53997357,Destroyed (>50%),Multiple Residence,1.0
4443013024,3707 OCEANHILL WAY MALIBU CA 90265,34.04568194,-118.57208057,Destroyed (>50%),Single Residence,1.0
4443008037,18219 COASTLINE DR NO 1 MALIBU CA 90265,34.04323989,-118.57200889,No Damage,Multiple Residence,0.0
4413003006,16025 TEMECULA ST LOS ANGELES CA 90272,34.04580102,-118.53597563,No Damage,Single Residence,0.0
5843029013,3410 RUBIO CREST DR ALTADENA CA 91001,34.20161064,-118.12462709,Destroyed (>50%),Single Residence,1.0
4415029003,224 ARNO WAY LOS ANGELES CA 90272,34.04061818,-118.54437686,No Damage,Single Residence,0.0
5833022012,2930 EMERSON WAY ALTADENA CA 91001,34.19531687,-118.14032626,Destroyed (>50%),Single Residence,1.0
4423016027,15340 ALBRIGHT ST NO 101 LOS ANGELES CA 90272,34.04848425,-118.52619206,Destroyed (>50%),Multiple Residence,1.0
5764006029,579 ACACIA ST SIERRA MADRE CA 91024,34.17040794,-118.03841593,No Damage,Single Residence,0.0
4415001026,637 BAYLOR ST LOS ANGELES CA 90272,34.04731711,-118.54350744,Destroyed (>50%),Single Residence,1.0
5759028017,3860 EDGEVIEW DR PASADENA CA 91107,34.17175028,-118.06894715,No Damage,Single Residence,0.0
4416019041,600 PASEO MIRAMAR LOS ANGELES CA 90272,34.04756146,-118.55763369,Affected (1-9%),Single Residence,0.0
4420034001,1460 FLORESTA PL LOS ANGELES CA 90272,34.06295838,-118.54774112,Minor (10-25%),Single Residence,0.0
5845010016,2068 LAKE AVE ALTADENA CA 91001,34.18141484,-118.13121799,Destroyed (>50%),Single Residence,1.0
4413001043,16040 W SUNSET BLVD NO 307 LOS ANGELES CA 90272,34.04854847,-118.53489667,No Damage,Multiple Residence,0.0
4415016006,16951 W SUNSET BLVD LOS ANGELES CA 90272,34.04252889,-118.54800801,Destroyed (>50%),Single Residence,1.0
4420021029,1166 TELLEM DR LOS ANGELES CA 90272,34.0569753,-118.5435227,No Damage,Single Residence,0.0
5829021009,451 DEVIRIAN PL ALTADENA CA 91001,34.19613471,-118.15673611,Destroyed (>50%),Single Residence,1.0
5857023014,2163 ROOSEVELT AVE ALTADENA CA 91001,34.18310312,-118.10206054,No Damage,Single Residence,0.0
5831003020,3601 GLENROSE AVE ALTADENA CA 91001,34.20517206,-118.14569966,Destroyed (>50%),Single Residence,1.0
4449004054,19210 PACIFIC COAST HWY MALIBU CA 90265,34.03971185,-118.59405749,Destroyed (>50%),Single Residence,1.0
5846024013,1691 MEADOWBROOK RD ALTADENA CA 91001,34.183669,-118.11577814,Destroyed (>50%),Single Residence,1.0
4425022013,1600 CASALE RD LOS ANGELES CA 90272,34.06104729,-118.50314772,No Damage,,0.0
4416026014,17721 TRAMONTO DR LOS ANGELES CA 90272,34.04281935,-118.56094671,No Damage,Single Residence,0.0
5829038027,2765 BULA CT ALTADENA CA 91001,34.19274166,-118.1551398,Destroyed (>50%),Single Residence,1.0
5830017031,351 W LOMA ALTA DR ALTADENA CA 91001,34.20277106,-118.15073073,Affected (1-9%),Single Residence,0.0
5840014079,764 E MARIPOSA ST NO C ALTADENA CA 91001,34.18792058,-118.13362587,Destroyed (>50%),Multiple Residence,1.0
4411006017,808 TOYOPA DR LOS ANGELES CA 90272,34.04285529,-118.52131257,Destroyed (>50%),Single Residence,1.0
4412020031,15228 DE PAUW ST LOS ANGELES CA 90272,34.03707279,-118.52530324,Destroyed (>50%),Single Residence,1.0
4420013024,823 BIENVENEDA AVE LOS ANGELES CA 90272,34.049705,-118.53956286,Destroyed (>50%),Single Residence,1.0
5863027046,645 CHAPARRAL CT ALTADENA CA 91001,34.20693875,-118.15668334,No Damage,Single Residence,0.0
5829022011,2907 OLIVE AVE ALTADENA CA 91001,34.19530502,-118.15494667,Destroyed (>50%),Single Residence,1.0
4431041062,16653 CALLE BRITTANY LOS ANGELES CA 90272,34.07470877,-118.54836995,No Damage,Single Residence,0.0
5828016026,2609 LINCOLN AVE ALTADENA CA 91001,34.19053118,-118.15918687,No Damage,Nonresidential Commercial,0.0
5840015008,2482 CATHERINE RD ALTADENA CA 91001,34.18737668,-118.13522703,No Damage,Single Residence,0.0
4445021022,,34.08923096,-118.5911875,No Damage,,0.0
4422007038,1340 GOUCHER ST LOS ANGELES CA 90272,34.05337639,-118.52238108,Destroyed (>50%),Single Residence,1.0
5863027057,626 WILDROSE CANYON CT ALTADENA CA 91001,34.20576744,-118.15644725,No Damage,Single Residence,0.0
4443017012,3411 CLOUDCROFT DR MALIBU CA 90265,34.04876717,-118.57145688,Destroyed (>50%),Single Residence,1.0
4411003016,715 ALMA REAL DR LOS ANGELES CA 90272,34.04118782,-118.52345294,Destroyed (>50%),Single Residence,1.0
4431008090,1467 PALISADES DR LOS ANGELES CA 90272,34.07275337,-118.56421774,Destroyed (>50%),Multiple Residence,1.0
4423009001,1000 KAGAWA ST LOS ANGELES CA 90272,34.04800859,-118.51781786,Destroyed (>50%),Single Residence,1.0
5759032018,1540 HASTINGS RANCH DR PASADENA CA 91107,34.17289906,-118.07258963,No Damage,Single Residence,0.0
4409007004,1058 VILLA GROVE DR LOS ANGELES CA 90272,34.04967849,-118.5132928,Destroyed (>50%),Single Residence,1.0
5862015902,,34.18656457,-118.0346611,Affected (1-9%),Infrastructure,0.0
4431007015,1412 AVENIDA DE CORTEZ LOS ANGELES CA 90272,34.07325692,-118.56268954,No Damage,Single Residence,0.0
5765032011,2215 CIELO PL ARCADIA CA 91006,34.17522861,-118.02555481,No Damage,Single Residence,0.0
5846013021,1710 HOMEWOOD DR ALTADENA CA 91001,34.18865767,-118.11554485,Affected (1-9%),Single Residence,0.0
4431032001,16726 MONTE HERMOSO DR LOS ANGELES CA 90272,34.06750006,-118.55259978,Destroyed (>50%),Single Residence,1.0
5846009019,2397 HOLLISTON AVE ALTADENA CA 91001,34.18705966,-118.12358732,No Damage,Single Residence,0.0
4415018115,17350 W SUNSET BLVD NO 702 LOS ANGELES CA 90272,34.03969698,-118.55298564,Affected (1-9%),Multiple Residence,0.0
4491006002,3435 MANDEVILLE CANYON RD LOS ANGELES CA 90049,34.10744764,-118.50272606,No Damage,Single Residence,0.0
5846005019,1097 E MARIPOSA ST ALTADENA CA 91001,34.18886416,-118.12796516,Destroyed (>50%),Single Residence,1.0
4450012024,20454 ROCA CHICA DR MALIBU CA 90265,34.03862102,-118.61577645,Destroyed (>50%),Single Residence,1.0
5847017018,1954 HOLLISTON AVE ALTADENA CA 91001,34.17946301,-118.12298531,No Damage,Single Residence,0.0
4409007003,1068 VILLA GROVE DR LOS ANGELES CA 90272,34.04994651,-118.51326949,Destroyed (>50%),Single Residence,1.0
5845017009,2473 LAKE AVE ALTADENA CA 91001,34.18832179,-118.13164367,Destroyed (>50%),Nonresidential Commercial,1.0
5835009027,95 W CALAVERAS ST ALTADENA CA 91001,34.19024185,-118.15158127,Destroyed (>50%),Single Residence,1.0
4419009015,16651 LINDA TER LOS ANGELES CA 90272,34.04916404,-118.5453809,Affected (1-9%),Single Residence,0.0
